gvkey,datadate,fyearq,fqtr,indfmt,consol,popsrc,datafmt,tic,cusip,curcdq,datacqtr,datafqtr,acoq,actq,altoq,ancq,anoq,capr1q,capr2q,capr3q,capsftq,capsq,cheq,chq,dlcq,dlttq,invtq,ivstq,lcoq,lctq,lltq,optvolq,tfvaq,tfvlq,amcy,cdvcy,chechy,dlcchy,dltisy,dltry,dvpy,dvy,esubcy,invchy,ivstchy,costat,dvpspq,dvpsxq,prchq,prclq
30137,20121231,2012,4,INDL,C,D,STD,NKTR,640268108,USD,2012Q4,2012Q4,13.363,314.631,34.443,183.159,0,,,,,1617.744,277.194,25.437,5.97,264.873,18.269,251.757,69.704,78.537,372.235,62.2,275.247,0,,,10.125,,197.528,174.844,0,0,0,-5.613,,A,0,0,10.98,5.65
30137,20130331,2013,1,INDL,C,D,STD,NKTR,640268108,USD,2013Q1,2013Q1,8.813,267.036,34.252,180.865,0,,,,,1623.207,236.195,28.531,,258.182,18.381,207.664,79.003,83.221,367.3,,234.995,0,,,3.094,,,3.692,0,0,0,-0.112,44.002,A,0,0,11.21,7.43
30137,20130630,2013,2,INDL,C,D,STD,NKTR,640268108,USD,2013Q2,2013Q2,6.018,234.423,34.036,178.386,0,,,,,1628.967,201.885,41.432,,258.975,20.479,160.453,84.705,90.277,363.081,,199.39,0,,,15.995,,,4.466,0,0,0,-2.21,91.077,A,0,0,11.79,8.72
30137,20130930,2013,3,INDL,C,D,STD,NKTR,640268108,USD,2013Q3,2013Q3,4.759,207.942,33.51,175.093,0,,,,,1636.162,183.55,65.411,,259.174,15.076,118.139,77.19,80.913,352.372,,180.689,0,,,39.974,,,5.201,0,0,0,3.193,133.442,A,0,0,14.47,10.17
30137,20131231,2013,4,INDL,C,D,STD,NKTR,640268108,USD,2013Q4,2013Q4,5.175,257.882,33.17,176.645,0,,,,,1643.66,237.026,39.067,10.536,254.569,13.452,197.959,78.57,98.221,426.209,61.2,224.412,0,,,13.63,,,5.992,0,0,0,4.817,54,A,0,0,12.95,8.87
30137,20140331,2014,1,INDL,C,D,STD,NKTR,640268108,USD,2014Q1,2014Q1,5.972,304.77,32.774,182.243,0,,,,,1769.713,284.071,32.443,,253.184,12.872,251.628,76.249,79.313,417.509,,276.966,0,,,-6.624,,0,7.825,0,0,0,0.58,-53.689,A,0,0,15.34,11.1629
30137,20140630,2014,2,INDL,C,D,STD,NKTR,640268108,USD,2014Q2,2014Q2,4.629,298.223,32.343,179.914,0,,,,,1776.746,276.436,30.699,,252.456,14.111,245.737,76.918,84.355,429.142,,271.169,0,,,-8.368,,0,8.65,0,0,0,-0.659,-47.719,A,0,0,14.65,10.1
30137,20140930,2014,3,INDL,C,D,STD,NKTR,640268108,USD,2014Q3,2014Q3,4.708,324.12,7.006,152.782,0,,,,,1789.01,261.643,32.008,,250.831,11.695,229.635,75.121,80.549,349.135,,232.851,0,,,-7.059,,0,9.578,0,0,0,1.757,-6.673,A,0,0,14.82,10.32
30137,20141231,2014,4,INDL,C,D,STD,NKTR,640268108,USD,2014Q4,2014Q4,8.817,288.2,6.552,153.421,0,,,,,1824.195,262.824,12.365,4.512,249.61,12.952,250.459,56.832,64.047,341.242,51.6,236.688,0,,,-26.702,,0,10.536,0,0,0,0.5,-27.595,A,0,0,17.53,11.83
30137,20150331,2015,1,INDL,C,D,STD,NKTR,640268108,USD,2015Q1,2015Q1,6.092,347.293,6.151,151.919,0,,,,,1831.057,325.805,129.452,5.412,250.944,12.511,196.353,65.008,75.444,346.463,,294.911,0,,,117.087,,0,1.098,0,0,0,0.441,54.217,A,0,0,16.13,10.63
30137,20150630,2015,2,INDL,C,D,STD,NKTR,640268108,USD,2015Q2,2015Q2,8.782,302.246,5.762,154.421,0,,,,,1841.73,279.66,20.875,5.643,249.86,10.124,258.785,72.601,81.077,340.491,,247.368,0,,,8.51,,0,2.484,0,0,0,2.828,-8.252,A,0,0,13.925,9.51
30137,20150930,2015,3,INDL,C,D,STD,NKTR,640268108,USD,2015Q3,2015Q3,5.214,286.351,13.862,162.895,0,,,,,1854.21,267.819,18.819,130.883,122.482,10.352,249,74.936,208.098,202.095,,263.3,0,,,6.454,,0,3.798,0,0,0,2.6,1.591,A,0,0,14.44,9.16
30137,20151231,2015,4,INDL,C,D,STD,NKTR,640268108,USD,2015Q4,2015Q4,9.814,350.051,4.173,152.01,0,,,,,1876.072,308.944,55.57,4.756,362.22,11.346,253.374,54.127,61.246,434.386,50.8,304.172,0,,,43.205,,241.262,142.687,0,0,0,1.606,-3.141,A,0,0,17.55,9.92
30137,20160331,2016,1,INDL,C,D,STD,NKTR,640268108,USD,2016Q1,2016Q1,5.593,344.845,0.681,147.034,0,,,,,1888.531,288.325,72.549,4.782,360.086,11.25,215.776,58.814,65.945,426.209,,282.33,0,,,16.979,,0,1.723,0,0,0,0.096,37.925,A,0,0,16.67,10.52
30137,20160630,2016,2,INDL,C,D,STD,NKTR,640268108,USD,2016Q2,2016Q2,5.427,318.32,0.504,144.779,0,,,,,1898.342,274.854,55.676,3.616,356.913,10.262,219.178,73.338,79.282,423.068,,270.88,0,,,0.106,,0,3.517,0,0,0,1.084,34.557,A,0,0,16.45,12.815
30137,20160930,2016,3,INDL,C,D,STD,NKTR,640268108,USD,2016Q3,2016Q3,4.008,282.522,0.519,142.573,0,,,,,1912.907,253.511,63.295,2.37,354.04,10.754,190.216,66.817,76.305,416.643,,249.378,0,,,7.725,,0,5.376,0,0,0,0.592,63.446,A,0,0,19.98,13.64
30137,20161231,2016,4,INDL,C,D,STD,NKTR,640268108,USD,2016Q4,2016Q4,10.363,426.252,0.517,142.619,0,,,,,2111.483,389.102,59.64,2.908,351.637,11.109,329.462,66.498,72.222,408.524,51.7,381.817,0,,,4.07,,0,5.945,0,0,0,0.237,-76.008,A,0,0,17.69,11.67
30146,20100331,2010,1,INDL,C,D,STD,ITG,46145F105,USD,2010Q1,2010Q1,0,,110.497,,0,,,,74.541,231.059,341.475,322.024,0.087,35,7.147,19.451,119.294,,,,240.614,0.087,,,-8.855,0,0,11.9,0,0,,-0.376,0,I,0,0,21.55,16.02
30146,20100630,2010,2,INDL,C,D,STD,ITG,46145F105,USD,2010Q2,2010Q2,0,,107.016,,0,,,,73.734,234.693,364.782,325.926,33.892,23.1,6.633,38.856,137.957,,,,250.321,3.974,,,-4.953,29.918,0,23.8,0,0,,0.132,,I,0,0,18.57,15.47
30146,20100930,2010,3,INDL,C,D,STD,ITG,46145F105,USD,2010Q3,2010Q3,0,,106.645,,0,,,,72.509,239.176,366.588,339.473,21.65,11.2,7.107,27.115,139.08,,,,251.6,1.281,,,8.594,20.374,0,35.7,0,0,,-0.347,,I,0,0,16.11,13.15
30146,20101231,2010,4,INDL,C,D,STD,ITG,46145F105,USD,2010Q4,2010Q4,0,,85.591,,0,,,,71.382,246.085,331.245,317.01,19.362,0,25.789,14.235,155.022,,,44,231.438,19.371,,,-13.869,,0,46.9,0,0,,-18.058,0,I,0,0,16.85,13.89
30146,20110331,2011,1,INDL,C,D,STD,ITG,46145F105,USD,2011Q1,2011Q1,0,,96.293,,0,,,,71.415,233.723,284.401,267.012,37.159,0,7.738,17.389,111.084,,,,167.698,2.952,,,-49.998,34.207,0,0,0,0,,16.02,,I,0,0,19.87,16.24
30146,20110630,2011,2,INDL,C,D,STD,ITG,46145F105,USD,2011Q2,2011Q2,0,,106.597,,0,,,,71.122,240.86,288.399,268.832,23.179,25.469,8.481,19.567,138.49,,,,150.795,3.305,,,-48.178,19.874,25.469,0,0,0,,15.328,,I,0,0,19.03,13
30146,20110930,2011,3,INDL,C,D,STD,ITG,46145F105,USD,2011Q3,2011Q3,0,,104.452,,0,,,,67.478,247.2,287.77,247.471,65.189,25.787,5.89,40.299,140.549,,,,145.373,1.407,,,-69.539,63.794,25.469,2.122,0,0,,17.738,,I,0,0,14.18,9.78
30146,20111231,2011,4,INDL,C,D,STD,ITG,46145F105,USD,2011Q4,2011Q4,0,,95.537,,0,,,,58.098,249.469,309.726,284.188,8.471,17.57,5.277,25.538,147.941,,,40,124.591,0.441,,,-32.822,1.606,28.04,4.043,0,0,,18.403,,I,0,0,12.3,8.94
30146,20120331,2012,1,INDL,C,D,STD,ITG,46145F105,USD,2012Q1,2012Q1,0,,96.444,,0,,,,56.125,237.357,253.169,223.032,88.043,22.259,6.385,30.137,108.94,,,,126.719,1.507,,,-61.156,84.93,0,1.738,0,0,0,-1.108,0,I,0,0,12.36,10.26
30146,20120630,2012,2,INDL,C,D,STD,ITG,46145F105,USD,2012Q2,2012Q2,0,,120.704,,0,,,,54.129,239.575,254.411,228.828,10.172,22.375,5.763,25.583,113.18,,,,143.788,1.768,,,-55.36,6.809,0,3.477,0,0,0,-0.487,0,I,0,0,11.95,8.27
30146,20120930,2012,3,INDL,C,D,STD,ITG,46145F105,USD,2012Q3,2012Q3,0,,120.283,,0,,,,51.911,243.913,286.351,262.89,20.169,20.571,8.718,23.461,120.42,,,,161.721,4.73,,,-21.298,13.833,0,5.327,0,0,0,-3.307,0,I,0,0,9.46,7.43
30146,20121231,2012,4,INDL,C,D,STD,ITG,46145F105,USD,2012Q4,2012Q4,0,,116.035,,0,,,,49.389,245.002,275.024,245.875,34.908,11.767,10.086,29.149,130.261,,,,118.075,5.249,,,-38.313,20.548,0.605,7.185,0,0,0,-4.689,,I,0,0,9.82,7.75
30146,20130331,2013,1,INDL,C,D,STD,ITG,46145F105,USD,2013Q1,2013Q1,0,,55.785,,0,,,,42.205,234.375,318.014,233.898,54.117,35.574,11.515,84.116,115.881,,,,91.958,6.623,,,-11.977,25.339,18.157,1.856,0,0,0,-1.453,0,I,0,0,12.81,9.12
30146,20130630,2013,2,INDL,C,D,STD,ITG,46145F105,USD,2013Q2,2013Q2,0,,56.667,,0,,,,41.021,235.291,347.687,259.034,32.755,33.717,7.114,88.653,141.949,,,,11.665,2.644,,,13.159,7.957,18.157,3.712,0,0,0,2.909,0,I,0,0,14.64,9.815
30146,20130930,2013,3,INDL,C,D,STD,ITG,46145F105,USD,2013Q3,2013Q3,0,,53.964,,0,,,,39.418,238.852,364.318,261.567,59.976,33.319,12.197,102.751,143.407,,,,16.8,7.49,,,15.692,30.332,0,6.515,0,0,0,-2.019,0,I,0,0,17.89,14.07
30146,20131231,2013,4,INDL,C,D,STD,ITG,46145F105,USD,2013Q4,2013Q4,0,,49.917,,0,,,,37.892,240.057,407.87,261.897,89.043,17.781,7.436,145.973,148.176,,,,10.164,2.953,,,16.022,51.385,0,9.505,0,0,0,2.445,,I,0,0,20.87,14.6634
30146,20140331,2014,1,INDL,C,D,STD,ITG,46145F105,USD,2014Q1,2014Q1,0,,53.824,,0,,,,40.605,230.806,340.92,222.661,31.002,27.212,8.583,118.259,125.177,,,,14.182,3.943,,,-39.236,-46.48,0,3.12,0,0,0,-1.327,0,I,0,0,20.79,16.07
30146,20140630,2014,2,INDL,C,D,STD,ITG,46145F105,USD,2014Q2,2014Q2,0,,53.897,,0,,,,40.241,233.768,355.352,239.115,150.762,24.081,14.173,116.237,139.912,,,,17.513,9.108,,,-22.782,68.115,0,6.251,0,0,0,-6.764,0,I,0,0,20.8,15.83
30146,20140930,2014,3,INDL,C,D,STD,ITG,46145F105,USD,2014Q3,2014Q3,0,,54.275,,0,,,,60.344,237.561,333.134,228.461,112.782,20.937,21.943,104.673,148.588,,,,25.482,22.856,,,-33.436,16.387,0,9.395,0,0,0,-15.276,0,I,0,0,19.36,15.55
30146,20141231,2014,4,INDL,C,D,STD,ITG,46145F105,USD,2014Q4,2014Q4,0,,59.997,,0,,,,38.333,240.135,381.372,275.21,95.433,8.961,12.073,106.162,161.91,,,,19.071,8.253,,,13.313,4.821,0,12.551,0,0,0,-5.489,,I,0,0,21.27,14.65
30146,20150331,2015,1,INDL,C,D,STD,ITG,46145F105,USD,2015Q1,2015Q1,0,,51.262,,0,,,,42.036,231.273,333.312,205.762,115.821,14.612,12.204,127.55,106.018,,,,16.824,8.552,,,-69.448,28.908,0,3.169,0,0,0,-0.544,0,I,0,0,30.845,19.24
30146,20150630,2015,2,INDL,C,D,STD,ITG,46145F105,USD,2015Q2,2015Q2,0,,53.66,,0,,,,42.46,235.766,357.246,211.787,88.145,11.962,10.612,145.459,135.038,,,,16.415,6.996,,,-63.423,2.789,0,5.819,0,2.358,0,0.903,0,I,0.07,0.07,32.07,24.55
30146,20150930,2015,3,INDL,C,D,STD,ITG,46145F105,USD,2015Q3,2015Q3,0,,57.886,,0,,,,42.317,238.379,297.914,166.605,69.864,10.414,7.941,131.309,106.033,,,,7.974,4.851,,,-108.605,-13.347,0,7.367,0,4.712,0,3.122,0,I,0.07,0.07,27.127,12.63
30146,20151231,2015,4,INDL,C,D,STD,ITG,46145F105,USD,2015Q4,2015Q4,0,,46.559,,0,,,,39.379,239.09,439.365,330.653,90.771,6.367,5.598,108.712,116.103,,,,5.631,2.637,,,55.443,3.573,0,8.82,0,7.03,0,5.973,,I,0.07,0.07,21.44,12.75
30146,20160331,2016,1,INDL,C,D,STD,ITG,46145F105,USD,2016Q1,2016Q1,0,,40.616,,0,,,,42.382,230.678,392.11,274.388,85.839,11.102,6.157,117.722,93.241,,,,6.158,4.019,,,-56.265,-0.114,0,1.465,0,2.297,0,-0.329,,I,0.07,0.07,22.3899,14.95
30146,20160630,2016,2,INDL,C,D,STD,ITG,46145F105,USD,2016Q2,2016Q2,0,,53.708,,0,,,,41.778,237.792,370.044,237.512,167.737,9.457,4.433,132.532,99.891,,,,4.434,1.733,,,-93.141,84.071,0,3.109,0,4.601,0,1.275,,I,0.07,0.07,22.92,15.29
30146,20160930,2016,3,INDL,C,D,STD,ITG,46145F105,USD,2016Q3,2016Q3,0,,61.054,,0,,,,41.052,242.573,371.227,260.875,139.63,7.918,8.678,110.352,121.712,,,,8.679,6.143,,,-69.778,51.553,0,4.649,0,6.865,0,-2.744,,I,0.07,0.07,18.47,15.06
30146,20161231,2016,4,INDL,C,D,STD,ITG,46145F105,USD,2016Q4,2016Q4,0,,60.758,,0,,,,40.315,248.748,380.886,277.977,76.362,2.404,2.557,102.909,130.25,,,,2.557,0.249,,,-52.676,-9.784,0,6.2,0,9.124,0,3.048,,I,0.07,0.07,21.11,15.04
30293,20100331,2010,1,INDL,C,D,STD,ESS,297178105,USD,2010Q1,2010Q1,0,,36.38,,,,,,,1293.829,40.379,22.312,,1887.652,0,18.067,46.725,,,,,,,,1.652,,162.592,122.417,0.542,30.025,,,-0.76,A,1.03,1.0325,93.98,76.35
30293,20100630,2010,2,INDL,C,D,STD,ESS,297178105,USD,2010Q2,2010Q2,0,,39.648,,,,,,,1324.328,27.796,8.367,,1907.148,0,19.429,48.697,,,,,,,,-12.293,,212.764,165.659,1.085,60.836,,,-5.733,A,1.0325,1.0325,113.03,89.23
30293,20100930,2010,3,INDL,C,D,STD,ESS,297178105,USD,2010Q3,2010Q3,0,,37.228,,,,,,,1379.059,36.322,14.668,,2062.451,0,21.654,44.761,,,,,,,,-5.992,,616.385,488.994,1.627,91.95,,,0,A,1.0325,1.0325,115.08,92.62
30293,20101231,2010,4,INDL,C,D,STD,ESS,297178105,USD,2010Q4,2010Q4,0,,41.06,,,,,,,1515.468,35.694,13.753,268.911,1989.834,0,21.941,45.428,,,22,,,,,-6.907,,1214.216,888.042,2.17,123.629,1.715,0,-4.414,A,1.0325,1.0325,117.12,105.6
30293,20110331,2011,1,INDL,C,D,STD,ESS,297178105,USD,2011Q1,2011Q1,0,,38.558,,,,,,,1555.416,120.786,97.683,,2370.22,0,23.103,47.386,,,,,,,,83.93,,304.187,191.542,0.543,32.995,,,1.136,A,1.0325,1.04,124.41,109.98
30293,20110630,2011,2,INDL,C,D,STD,ESS,297178105,USD,2011Q2,2011Q2,0,,41.237,,,,,,,1687.691,32.847,8.809,,2254.461,0,24.038,49.039,,,,,,,,-4.944,,645.419,661.193,2.017,67.491,2.12,0,-3.21,A,1.04,1.04,138.31,122.67
30293,20110930,2011,3,INDL,C,D,STD,ESS,297178105,USD,2011Q3,2011Q3,0,,39.716,,,,,,,1776.546,33.017,9.02,,2260.214,0,23.997,49.604,,,,,,,,-4.733,,872.041,891.734,3.385,102.79,3.963,0,-1.165,A,1.04,1.04,145.4,119.15
30293,20111231,2011,4,INDL,C,D,STD,ESS,297178105,USD,2011Q4,2011Q4,0,,40.127,,,,,,,1844.611,35.463,12.889,35.953,2324.905,0,22.574,46.116,,,19.63,,,,,-0.864,,1514.684,1435.135,4.753,138.622,7.929,0,-1.376,A,1.04,1.04,148.44,111.25
30293,20120331,2012,1,INDL,C,D,STD,ESS,297178105,USD,2012Q1,2012Q1,0,,38.818,,,,,,,1877.373,48.331,13.744,,2342.883,0,34.587,45.433,,,,,,,,0.855,,159.394,177.984,1.368,36.459,0.862,0,0.517,A,1.04,1.1,151.54,136.43
30293,20120630,2012,2,INDL,C,D,STD,ESS,297178105,USD,2012Q2,2012Q2,0,,45.41,,,,,,,2017.445,27.81,4.132,,2487.747,0,23.678,47.283,,,,,,,,-8.757,,762.58,671.153,2.736,75.431,3.77,0,-1.805,A,1.1,1.1,161.53,146.0501
30293,20120930,2012,3,INDL,C,D,STD,ESS,297178105,USD,2012Q3,2012Q3,0,,57.918,,,,,,,2116.531,26.877,1.943,,2595.701,0,24.934,48.643,,,,,,,,-10.946,,1347.973,1196.977,4.104,115.444,5.141,0,-13.37,A,1.1,1.1,160.64,147.38
30293,20121231,2012,4,INDL,C,D,STD,ESS,297178105,USD,2012Q4,2012Q4,0,,55.87,,,,,,,2204.778,42.126,18.606,57.621,2761.062,0,23.52,50.444,,,20.05,,,,,5.717,,1745.853,1371.317,5.472,156.25,1.626,0,-6.069,A,1.1,1.1,150.71,136.38
30293,20130331,2013,1,INDL,C,D,STD,ESS,297178105,USD,2013Q1,2013Q1,0,,49.113,,,,,,,2329.383,55.634,30.844,,2773.538,0,24.79,59.164,,,,,,,,12.238,,235.282,279.854,1.368,41.152,-0.391,0,19.98,A,1.1,1.21,156.36,147.06
30293,20130630,2013,2,INDL,C,D,STD,ESS,297178105,USD,2013Q2,2013Q2,0,,50.898,,,,,,,2331.83,45.384,20.217,,2925.616,0,25.167,58.219,,,,,,,,1.611,,604.472,495.072,2.736,87.598,-0.28,0,18.29,A,1.21,1.21,171.11,147.56
30293,20130930,2013,3,INDL,C,D,STD,ESS,297178105,USD,2013Q3,2013Q3,0,,71.382,,,,,,,2330.041,55.994,9.509,,2920.756,0,46.485,57.422,,,,,,,,-9.097,,641.892,536.926,4.104,134.146,-1.892,0,-17.246,A,1.21,1.21,172.16,139.64
30293,20131231,2013,4,INDL,C,D,STD,ESS,297178105,USD,2013Q4,2013Q4,0,,58.3,,,,,,,2345.763,53.766,18.491,0,3033.524,0,35.275,58.674,,,18.03,,,,,-0.115,,969.061,750.9,5.472,180.668,5.023,0,-9.149,A,1.21,1.21,165.44,137.53
30293,20140331,2014,1,INDL,C,D,STD,ESS,297178105,USD,2014Q1,2014Q1,0,,83.221,,,,,,,2505.003,48.671,19.918,,2954.297,0,28.753,9.132,,,,,,,,1.427,,233.78,312.585,1.368,96.388,-6.695,0,2.512,A,2.42,1.21,173.01,141.79
30293,20140630,2014,2,INDL,C,D,STD,ESS,297178105,USD,2014Q2,2014Q2,0,,145.244,,,,,,,6414.258,47.538,17.946,,5065.979,0,29.592,121.316,,,,,,,,-140.898,,1321.044,1077.21,2.682,94.961,-10.719,0,-3.606,A,0,1.3,185.99,164.76
30293,20140930,2014,3,INDL,C,D,STD,ESS,297178105,USD,2014Q3,2014Q3,0,,129.441,,,,,,,6569.442,88,17.877,,5226.125,0,70.123,126.062,,,,,,,,-140.967,,1737.322,1327.84,3.977,177.4,-14.903,0,-39.482,A,1.3,1.3,196.08,177.68
30293,20141231,2014,4,INDL,C,D,STD,ESS,297178105,USD,2014Q4,2014Q4,0,,62.757,,,,,,,6651.165,95.42,25.281,94.58,5015.237,0,70.139,119.113,,,18,,,,,6.79,,2093.406,1814.02,5.291,260.574,16.151,0,-36.582,A,1.3,1.3,214.43,176.7
30293,20150331,2015,1,INDL,C,D,STD,ESS,297178105,USD,2015Q1,2015Q1,0,,58.785,,,,,,,6848.255,255.23,219.2,,5436.053,0,36.03,127.627,,,,,,,,193.59,,756.562,536.83,1.314,83.663,2.213,0,45.145,A,1.3,1.44,243.17,207.26
30293,20150630,2015,2,INDL,C,D,STD,ESS,297178105,USD,2015Q2,2015Q2,0,,31.004,,,,,,,6941.629,65.152,30.242,,5369.331,0,34.91,126.283,,,,,,,,4.632,,923.431,730.712,2.627,177.019,6.49,0,49.808,A,1.44,1.44,231.9,208.85
30293,20150930,2015,3,INDL,C,D,STD,ESS,297178105,USD,2015Q3,2015Q3,0,,38.101,,,,,,,6980.443,72.306,35.668,,5317.42,0,36.638,126.356,,,,,,,,10.058,,1068.032,924.844,3.941,272,13.139,0,38.282,A,1.44,1.44,232.2,205.72
30293,20151231,2015,4,INDL,C,D,STD,ESS,297178105,USD,2015Q4,2015Q4,0,,35.58,,,,,,,7003.317,123.055,29.683,379.714,4935.75,0,93.372,141.219,,,20.06,,,,,4.073,,1345.855,1197.351,5.255,367.257,25.216,0,-14.068,A,1.44,1.44,244.71,214.29
30293,20160331,2016,1,INDL,C,D,STD,ESS,297178105,USD,2016Q1,2016Q1,0,,39.936,,,,,,,7010.181,80.483,48.164,,5352.802,0,32.319,148.231,,,,,,,,18.481,,305.895,309.903,1.314,95.476,2.12,0,59.346,A,1.44,1.6,240.55,191.25
30293,20160630,2016,2,INDL,C,D,STD,ESS,297178105,USD,2016Q2,2016Q2,0,,47.106,,,,,,,7017.962,215.376,182.515,,5618.286,0,32.861,148.636,,,,,,,,152.832,,768.61,501.167,1.314,201.488,7.667,0,56.932,A,1.6,1.6,237.5,207.2
30293,20160930,2016,3,INDL,C,D,STD,ESS,297178105,USD,2016Q3,2016Q3,0,,51.7,,,,,,0,7024.827,211.055,195.167,,5584.687,0,15.888,145.141,,,,,,,,165.484,,821.097,580.956,1.314,306.284,19.456,0,65.858,A,1.6,1.6,236.56,217.16
30293,20161231,2016,4,INDL,C,D,STD,ESS,297178105,USD,2016Q4,2016Q4,0,,47.05,,,,,,,7029.679,170.302,64.921,422.796,5140.464,0,105.381,146.079,,,26.47,,,,,35.238,,1265.388,1018.126,1.314,411.134,24.82,0,-14.138,A,1.6,1.6,234.07,200.01
30490,20100331,2010,1,INDL,C,D,STD,AIV,03748R754,USD,2010Q1,2010Q1,0,,450.069,,0,,,,,3074.644,77.875,77.875,,5718.957,0,,0,,,,24.597,26.362,,,-3.385,,64.654,81.255,12.922,24.571,,0,,A,0.1,0,19.17,15.01
30490,20100630,2010,2,INDL,C,D,STD,AIV,03748R754,USD,2010Q2,2010Q2,0,,427.72,,0,,,,,3078.319,78.318,78.318,,5643.911,0,,0,,,,23.4,27.025,,,-2.942,,125.491,220.855,23.05,49.163,,0,,A,0.1,0.1,24.2095,18.14
30490,20100930,2010,3,INDL,C,D,STD,AIV,03748R754,USD,2010Q3,2010Q3,0,,433.795,,0,,,,,3075.967,145.062,145.062,,5542.562,0,,0,,,,18.536,23.973,,,63.802,,167.367,303.295,36.626,73.787,,0,,A,0.1,0.1,22.82,18.12
30490,20101231,2010,4,INDL,C,D,STD,AIV,03748R754,USD,2010Q4,2010Q4,0,,411.737,,0,,,,28.1,3070.296,111.325,111.325,288.99,5215.811,0,,0,,,52.16,19.542,22.288,,,30.065,,449.384,596.597,53.59,100.164,24.343,0,,A,0.1,0.1,26.235,21.22
30490,20110331,2011,1,INDL,C,D,STD,AIV,03748R754,USD,2011Q1,2011Q1,0,,429.127,,0,,,,,3084.572,81.36,81.36,,5440.579,0,,0,,,,16.064,18.765,,,-29.965,,321.184,368.961,12.456,26.695,1.648,0,,A,0.12,0.12,26.33,23.38
30490,20110630,2011,2,INDL,C,D,STD,AIV,03748R754,USD,2011Q2,2011Q2,0,,479.724,,0,,,,,3095.994,85.324,85.324,,5369.624,0,,0,,,,64.371,14.592,,,-26.001,,684.101,746.166,22.128,53.454,3.446,0,,A,0.12,0.12,27.67,24.5
30490,20110930,2011,3,INDL,C,D,STD,AIV,03748R754,USD,2011Q3,2011Q3,0,,503.62,,0,,,,,3106.079,75.831,75.831,,5259.725,0,,0,,,,56.815,14.366,,,-35.494,,793.723,905.791,35.429,80.465,8.432,0,,A,0.12,0.12,28.12,21.92
30490,20111231,2011,4,INDL,C,D,STD,AIV,03748R754,USD,2011Q4,2011Q4,0,,461.131,,0,,,,31.9,3098.333,91.066,91.066,175.177,4997.143,0,,0,,,,57.534,12.853,,,-20.259,,927.093,1083.69,45.852,107.339,19.517,0,,A,0.12,0.12,27.26,20.08
30490,20120331,2012,1,INDL,C,D,STD,AIV,03748R754,USD,2012Q1,2012Q1,0,,533.405,,0,,,,,3071.523,83.234,83.234,,5201.195,0,,0,,,,59.919,11.638,,,-7.832,,82.974,76.137,12.439,37.378,0.763,0,,A,0.18,0.18,26.44,22.19
30490,20120630,2012,2,INDL,C,D,STD,AIV,03748R754,USD,2012Q2,2012Q2,0,,507.528,,0,,,,,3683.764,312.964,312.964,,5090.443,0,,0,,,,57.955,11.257,,,221.898,,115.654,173.947,34.621,80.988,3.005,0,,A,0.18,0.18,27.98,25.17
30490,20120930,2012,3,INDL,C,D,STD,AIV,03748R754,USD,2012Q3,2012Q3,0,,487.113,,0,,,,,3714.674,102.515,102.515,,4938.181,0,,0,,,,57.233,9.915,,,11.449,,200.494,292.899,49.136,111.029,2.8,0,,A,0.2,0.2,28.3,25.52
30490,20121231,2012,4,INDL,C,D,STD,AIV,03748R754,USD,2012Q4,2012Q4,0,,589.196,,0,,,,27.5,3712.684,84.413,84.413,268.599,4419.848,0,,0,,,,61.726,10.549,,,-6.653,,243.253,447.792,49.888,141.025,4.408,0,,A,0.2,0.2,27.13,24.05
30490,20130331,2013,1,INDL,C,D,STD,AIV,03748R754,USD,2013Q1,2013Q1,0,,662.12,,0,,,,,3716.564,49.558,49.558,,4713.46,0,,0,,,,59.985,9.102,,,-34.855,,130.858,104.183,0.702,35.698,-0.524,0,,A,0.24,0.24,30.85,27.04
30490,20130630,2013,2,INDL,C,D,STD,AIV,03748R754,USD,2013Q2,2013Q2,0,,622.417,,0,,,,,3704.026,46.923,46.923,,4843.547,0,,0,,,,61.486,9.263,,,-37.49,,298.057,153.532,1.403,71.416,-0.628,0,,A,0.24,0.24,33.44,27.31
30490,20130930,2013,3,INDL,C,D,STD,AIV,03748R754,USD,2013Q3,2013Q3,0,,643.92,,0,,,,,3704.393,67.622,67.622,,4829.521,0,,0,,,,57.446,5.508,,,-16.791,,486.192,295.725,2.105,107.137,-0.905,0,,A,0.24,0.24,31.76,26.955
30490,20131231,2013,4,INDL,C,D,STD,AIV,03748R754,USD,2013Q4,2013Q4,0,,485.09,,,,,,22,3701.339,55.751,55.751,220.602,4167.583,0,,0,,,,,,,,-28.662,50.4,232.965,472.276,2.804,142.856,-0.926,0,,A,0.24,0.24,29.62,24.78
30490,20140331,2014,1,INDL,C,D,STD,AIV,03748R754,USD,2014Q1,2014Q1,0,,675.33,,,,,,,3700.369,38.402,38.402,110.06,4284.763,0,,0,,,,,,,,-17.349,,99.19,62.381,0.454,38.666,,0,,A,0.26,0.26,31.28,25.52
30490,20140630,2014,2,INDL,C,D,STD,AIV,03748R754,USD,2014Q2,2014Q2,0,,779.9,,,,,,,3692.854,33.826,33.826,53.4,4152.802,0,,0,,,,,,,,-21.925,,65.974,178.739,2.212,77.359,,0,,A,0.26,0.26,32.76,28.95
